STATE,Y1990,Y1991,Y1992,Y1993,Y1994,Y1995,Y1996,Y1997,Y1998,Y1999,Y2000,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020,Y2021
NV,30.83292826575609,32.79608862787787,33.74658551548357,34.0247813502511,34.84920016043208,34.519118103685265,38.194126138271216,38.32153192403408,40.61539380157328,40.99114281607121,44.721221809413045,43.30819078860738,39.11819487028031,41.48543318605356,46.127413697112345,48.39815578204701,39.57246370939773,39.42322323104489,38.67676029725897,37.3711340967079,39.13862082173822,35.522024691882805,35.571843899516395,37.9151418766212,39.36315387473237,37.46607168063121,37.723487066293,37.60703743900422,38.71464783971178,39.32095954953178,34.68762877033811,37.55669690821959
NY,176.65880607965315,168.1287278161625,168.5516186248856,161.210006226783,160.23937771455948,165.5923846318663,167.5945398040907,169.8737986223129,169.51326226354018,171.09322992104927,178.43896281733728,175.17652132020694,171.73918182013048,180.63079369878355,185.28775414060647,181.815868893779,165.55618379648757,171.42229803920858,158.95521108131786,143.84437717845822,152.85042256976385,145.16964965538878,137.86148374054352,138.26560071461336,143.4399147289645,141.76577993682926,136.93009472385583,133.06807265857125,140.54491815860777,138.4528998686615,115.8099829619302,126.71732089630493
OH,241.4538012947152,240.40102661484147,246.32091786250277,251.6549612394446,248.631896767301,254.13035696132883,264.48225609087683,261.4817843355272,262.15961242920395,261.0180619586158,268.9784442191309,254.75634698689333,260.7727236486258,267.2959121062204,262.393602599457,268.5518607478403,260.3190574932744,262.59812191269623,258.27179306140613,227.64185208162075,234.0185610019317,220.7191322547017,201.246225741169,214.018827365514,214.44546786257027,198.1134356236567,192.38418115155028,192.66186144726277,197.0551286508694,184.41999281852424,173.39686925779085,185.5580554935049
OK,70.92030844932604,72.72282699985932,75.68940495674131,78.14441096921982,76.76704397518635,79.3464054048678,81.27125070758889,81.85382321959435,79.54840951734742,79.90839073057465,82.19113305632196,84.42121913758183,85.20363623905136,85.48905479888153,85.54451544350665,92.53815807071176,93.16864830516708,97.17478142171932,99.03409560516552,92.94177924114815,92.84723478746922,93.45377295543132,94.9376511958669,95.00727541765416,97.48602845773104,94.012652500746,90.12628333923878,88.00265623559207,93.78613432972614,86.80754738979839,80.20805213448106,83.26531707419306
OR,-4.910577543437402,-3.6286832325715,-1.0467508136823986,-0.7758911497944011,-0.2558174621954014,-2.3955614149696,-0.5474796940743013,-1.5728213616701998,4.1363475548227,4.9045540571750985,3.0294453083033037,1.5965692818654982,-0.0374425973065026,0.4054980648512977,0.9620828269139023,0.7846767027625043,-0.6224084411299973,2.7794306972244978,1.303541468150701,-1.3731437667796984,-2.497954399540202,-5.201769503865101,-6.473889381558499,-4.2521184920750965,-5.127453142419703,-4.050851018520704,-2.557224141937997,-0.9806588904618976,0.1762870969619027,2.8947434344275997,-0.910035515493798,0.4508690243791999
PA,221.44646700018708,217.0133899853245,223.61664534774343,225.5436308495768,223.83982900348727,227.61571472830724,233.6404802301112,234.1332186724608,231.30346360306507,231.49250998708675,244.247486115707,228.85418844782976,234.7387629479756,240.4195903093644,247.05308556937945,247.54192625431327,243.76116847244955,243.7359075059302,236.12135834855565,217.24249127471853,227.08179834231103,221.46043197126792,210.99554196715948,220.3744634557998,218.6731060102813,205.1456198938244,193.3073038796669,189.59167259783484,193.57748247846183,193.850951392562,173.253844788205,191.1072965951585
RI,8.0946660783768,9.8636485376584,12.2132995831745,9.8766282680812,11.8727999220423,11.1094977528267,12.6284107616036,12.3335328220778,12.8670290832679,12.2307964796809,10.8149933703657,11.4462361726572,10.7358723143541,10.6204062964772,10.1565893600739,10.3089345281586,9.7931386748738,10.2931566121339,9.8435126740829,10.4094422344264,10.2223515494711,10.2756284626895,9.6304052826085,9.2818655646968,9.8106435476101,10.0484275474334,8.8312437022224,9.168098198118,10.28899567562,9.6556048663046,9.0350753794339,9.6654598227564
SC,43.4683423686442,43.0308904759324,43.18410660454369,47.565997928879,48.882847971104304,47.3089792592838,51.5159633530987,53.1450754397482,56.80162042376951,60.2722415590105,63.223824810520505,60.6370615014923,61.2443662207787,63.3076022690359,70.5112222748631,70.105408419017,71.2306154467118,72.0392120937344,69.72713825905319,63.5897176946404,65.23822904108931,61.511577130043,55.5304052479043,51.0463021872784,54.7466730810775,53.6822412327833,52.0433971710804,49.3447403928719,53.77991988652819,50.1930135042492,44.1516892320339,50.784728963854505
SD,10.705679695050316,9.763925046866076,10.297375815705925,11.84131107312136,10.59447072821025,12.44563816403454,10.869322397753129,13.405180613606506,11.872078654632745,13.260289644895224,11.024019877780344,12.399353274425058,11.721235627015956,13.795102114927404,13.425359827638225,13.718458728042092,12.586850471286946,15.683184295891245,14.618643879257954,15.461380894107275,15.714776754543667,14.313179062107189,11.527849248653853,13.783686734068718,14.897077446418937,12.825712268700954,12.651182557912636,12.56637472362388,13.705329066943388,14.487340297135216,12.52112544162594,13.28553789149312
TN,66.86479839379145,62.63233115311933,69.17981683489313,79.43256654137247,75.25853926730424,81.70809966035728,82.59202236975675,86.79041696042556,86.97258491688066,88.67581879501277,94.76791288463542,92.5217659951407,90.80200039082511,89.77402149378818,91.4772359086758,93.96322036474912,96.07252354807542,95.5798812413378,91.15548533669916,69.1123061923039,73.02948839753851,69.16308761078405,63.58086226119707,62.3685933945541,67.12331083918959,63.46247307024071,66.74166754772754,62.75176135130952,59.172893692813815,59.09602561141906,50.53754603303975,60.12485716140987
TX,535.2359908189526,533.1381678036831,538.8248390788589,546.8725988729199,556.1931224375847,561.794795054543,602.8432593785053,621.3996593462398,623.3716270463445,624.2321743317051,645.3362516720649,640.2299081935781,654.7305814908603,647.6072000100361,648.0354381457734,622.1801008716616,625.1154332042853,632.5549256605486,599.9511550003081,558.185162109123,592.3637312798447,606.9117636121678,618.3964080089771,652.598672013173,653.0992998322865,648.2683624555734,638.2466516552346,653.1673177775187,683.6958071589228,686.7261468730794,622.6824622204925,670.4373690522841
UT,56.436624218532806,55.26375701112835,56.97953912542849,58.45791040257741,59.4027358284168,60.139501620860806,60.59991215178564,62.29188074290174,63.76058442294972,62.08999065449605,63.62888008375654,61.66450276192345,61.855726800493066,62.98604624724372,66.45426091362592,69.33567968342203,68.91584531798885,70.02636465450715,70.29501212630389,64.52844869331577,64.1764349507603,64.80335006647738,62.6709583299746,67.30542970575961,67.84419344393913,65.4770780568612,61.17489099245087,61.47644747721305,63.43940430711955,64.18044026944266,59.86870473534621,64.69276371733966
VA,47.563369003979936,47.70090410524073,50.61109104679997,54.529566421217474,54.23455670358624,56.91198201225885,61.60127144323033,63.45167393075389,65.90876741466147,67.85702863431167,76.41594440593045,74.12589654290736,71.82503073665032,77.46763355726812,81.49211512789529,82.09937976696646,75.67808302011724,81.4758228978261,71.30588450902222,60.36263736269773,65.31763974036714,55.441830915532,52.608929340395925,59.33296027220498,60.23590398119242,60.95563946147672,62.7587475243089,57.45887649716569,61.52713666709533,57.75826882236306,52.90447204393017,54.21366520273358
VT,-2.5238060302514,-2.2035947160549,-1.7026893500260007,-1.7531023862724997,-1.7521859636375003,-1.693539666871,-1.0983993794209002,-1.0582641491086997,-1.2595967069399003,-1.3356088709593998,-0.722536032869,-0.8321889865627002,-0.8898616450501001,-0.6103385274997002,-0.0438647622956998,-0.3213675605823002,-0.2814730618854004,-0.6013487151976997,-1.0791630700154,-0.7671860081487994,-0.9571823784211,-0.7773634778579006,-1.2439719362382,-0.8226064624879998,-0.5037312859892998,-0.2953609447139002,-0.5043301585115001,-0.5928098538330996,-0.3970508826661001,0.0461645708908992,-0.6371735468184003,-0.6191196922393003
WA,54.06839314364763,53.416488833948,60.8254234357042,58.68003913773255,63.742872215029394,61.09497415887012,64.64895818667489,59.3551214463764,65.2309137232387,67.30625977467137,65.80086513305372,60.57066505702998,54.41548938245284,55.17043234487146,56.007567978500354,57.42411605288599,54.43927318243394,57.328134041333016,55.58825103530707,52.65520285366879,50.82047292919204,43.47913761259278,41.68397564610986,48.08628700250835,46.45424809080792,47.54492428550048,48.06797414222519,50.43730431361868,51.18645811934854,57.008041236366935,44.34345182288818,49.61238297225488
WI,70.97562850345057,73.33456931258414,71.89256747075969,77.31655204559814,79.95883974114766,83.0364194474186,86.97646291642593,89.72666119409935,88.77313815514304,92.5385974561988,94.20790396689657,92.81003113482927,93.87548540167008,92.04954495440374,94.22200273604962,97.10317914459232,89.28466523064026,91.41919949853764,91.19812087964034,81.5251678537473,85.37386803610516,82.81723025362093,75.35649477161986,85.8236562159811,86.31340127165552,84.23982534950245,79.9612169071436,82.96372271953712,85.98583461291821,79.2058885194712,71.7970457776475,77.262320538584
WV,82.42410886607374,74.68689590769208,77.97309677903976,78.35236064474036,86.78560971212295,85.55217273578147,89.0390900647846,94.59489173993218,96.58847302954658,99.9968733018814,97.44846287700184,87.48882639452704,99.88217596873392,96.90214368292976,95.08463150020332,96.66755600716816,97.6026266701034,98.4137486301914,94.85639885472582,73.69425981783986,83.3764591447421,81.07638224233969,76.73399066278562,79.67997216506795,85.52117195778742,78.63268953116453,79.27796409972017,77.56341789900051,76.32689119132843,74.12461485730046,64.5438639651795,76.3868059319979
WY,70.07955824315107,68.4708062513691,74.24386555322316,70.95400756818664,73.85212191130923,70.50066473974572,71.70274252318465,71.86129661970814,76.98054618826885,75.34221909087373,75.76271488824982,77.19109355754146,74.58727810013407,76.37484209075167,76.46277444739374,76.76227566192948,76.33258748070975,80.138536997678,80.8433632681977,76.20918810211074,78.73606898526707,70.39514889220749,85.75826677016246,86.95660243026343,85.68689185901594,68.26621133971774,61.68150775497714,86.88567891492941,72.57938677199158,68.67776519311116,62.91694404142515,62.522987419577824
