,State,BLS Total State Employment,Solar Electric Power Generation Employment,Wind Electric Power Generation Employment,Traditional Hydroelectric Electric Power Generation Employment,Natural Gas Electric Power Generation Employment,Coal Electric Power Generation Employment,Oil & Other Fossil Fuels Electric Power Generation Employment,Electric Power Generation Employment,Storage Employment,Smart Grid Employment,Micro Grid & Other (including commodity flows) Employment,"Transmission, Distribution, and Storage Employment",ENERGY STAR & Efficient Lighting Employment,Traditional HVAC Employment,High Efficiency HVAC & Renewable Heating and Cooling Employment,Advanced Materials Employment,Energy Efficiency Employment,Coal Fuels Employment,Oil (Petroleum & Other Fossil Fuels) Employment,Natural Gas Fuels Employment,Corn Ethanol Fuels Employment,Woody Biomass Fuels Employment,Fuels Employment,Motor Vehicles Employment,year
41,South Dakota,410505.0,632.3338663337516,1482.3520886356685,21.55714887154997,121.34087946742181,53.400283214966755,11.06214577390869,2322.046412297267,363.8831478238757,24.828770802352313,602.5602175356998,3576.1578625936017,739.0657224250975,1987.1618385381091,1941.5003431964933,647.3080579162632,7202.239792805301,0.0,1468.18092875164,87.94082778016512,349.04864762195757,47.1831516235454,2415.493325985902,9834.206153973328,2016
42,Tennessee,2857946.0,5084.719437057407,142.06311918888727,5273.975449718667,211.83870783086357,462.8491519663608,28.236839900726466,11284.643056890563,1007.7307988349952,6753.855979482194,6348.656180727338,34703.967406805576,10439.920535158588,7326.016564863364,19357.547650005792,6189.201725007545,50451.13023815446,299.0747485098845,3331.922131246952,663.8977033815761,85.91222171724314,656.3667564363993,7062.183132319649,97056.04320075155,2016
43,Texas,11720752.0,11728.535224827921,24374.105130631713,1258.51877575964,4910.817510565261,3428.2253444242683,445.4465561749069,48794.36172282842,9639.339679968494,1186.5660801959534,35650.13754034808,201313.17132706018,54203.87448204483,25094.904323100607,32328.83404753455,20502.917720148846,146721.90795641602,5668.041206568348,175457.32971492654,143459.09717468158,1464.0447370204865,489.06502576418825,333296.53778202436,166035.33294056318,2016
44,Utah,1368710.0,5893.603137058455,317.98244606183357,337.0672366809754,2147.4542260343073,860.3345879294809,7.696380275931358,9650.918900734581,574.7572290580408,125.68064409499851,2182.6679318986794,7111.421282227877,5789.322702362478,2421.8526812504897,6999.723306467854,10230.335020191793,31073.957546888087,1566.1609736690027,5047.267960081852,2264.9566068247,14.53024123144238,99.24774908783616,11223.116212600778,23214.947834541403,2016
45,Vermont,304973.0,2379.065006802564,328.04846259284994,110.57457592979702,0.0,0.0,3.717584351215256,3078.2313735712232,249.11533082934602,17.569242754410954,268.8821714765608,1824.362884387914,1784.7695672973161,2089.898746317023,3234.177304690143,1834.3767384690157,10918.42119048443,7.743586009240831,273.0625648814057,3.5428283854556026,0.0,634.8672367394347,1232.799873379225,6659.641270266549,2016
46,Virginia,3745465.0,4338.335580217578,1260.1073488049794,495.9336487125017,1126.4947233507344,916.4844156465249,281.2527752779937,13035.970696712655,1108.5278571747822,287.99732238475,10569.059107607245,23842.936751396654,18942.662883383327,15598.6353633316,12345.1149334564,11049.966773337248,75552.2217298405,2647.1004870519937,4342.674642896626,2453.5201178117222,41.2384907137465,1621.085791838479,13588.052746738013,49163.11137557043,2016
47,Washington,3140185.0,5626.74893303754,3092.3674426310313,2460.045838446631,257.40003850483697,126.74070987306067,70.96768748755366,14577.644931972656,3508.282483122976,271.2152766829579,6095.543083112206,32354.21825887832,14999.454573553014,18227.52027485576,6173.136179783032,6702.958427094184,61888.67007474939,279.8240158269263,4994.498819045077,153.20014099193523,78.56427785342504,1257.5283887292348,7582.751676546192,32400.869242587196,2016
48,West Virginia,684460.0,510.4833848139798,459.93483470610875,131.86880989998485,122.33819672852256,2515.83706103264,53.32380149032744,3914.433485230913,578.9484801877281,66.75732021045161,4269.222738156455,9750.039919594034,1818.9796184048207,449.8927418476287,877.79629189722,3048.2465897056677,6351.868733940803,12690.3334475654,4079.341106837427,3379.7049822320587,21.149689271964178,219.0085584807885,23508.524514967172,10138.842468286304,2016
49,Wisconsin,2774200.0,4029.0183461514316,1462.0592450963009,114.03570111681617,717.0734921971646,2692.115386239021,13.23479703665965,10181.923528524727,1586.5573013296207,215.09246978433595,4372.989878035878,19521.67128425694,25100.89069399181,8044.547688926043,5261.224144084982,22994.356341475064,62289.034175224195,18.88149583940205,4483.062619665717,518.318435098622,1381.302568525778,375.6264718405532,8406.33234566204,48332.0119302615,2016
50,Wyoming,268510.0,203.8115866858413,75.36867153887064,11.273739028177022,25.95382411703991,1330.0943782972734,1.612674414878875,1648.114874082081,353.36758436193315,31.974802086726662,3851.244414286808,9408.051475416552,3094.0,2005.0,995.0,397.09600393716624,7199.903803044456,6744.997735672164,7474.34234349932,5175.897617458865,2.952891715139011,123.52069016550955,20341.507983132095,4444.8606138278055,2016
51,Alabama,1947180.0,730.0862736500482,1167.2844977897241,358.61624516491804,1995.5086174837156,1533.0480022887446,191.25349056098074,9757.90136878425,1042.0436520164835,340.57274579697946,11376.583428153775,30405.08578140568,1201.6699594398792,5711.727396048042,3053.1701248145046,17492.4266252438,29948.616702396426,2693.8164925594815,3807.8999006889303,612.6248422770619,78.93947029332082,985.3308686168048,10445.273742012214,65873.38864208218,2017
52,Alaska,338618.0,92.50189981264629,46.39365462282842,452.9152197876746,356.5497992301408,147.45759281252094,137.61225083364116,1442.1078474359642,261.02410278700614,32.67053385539727,1622.988253973224,6182.011670508986,430.1476756298875,632.4036778820156,1900.157320111379,1394.7289464349763,4497.160804666701,192.4154637542487,8237.911457736102,4873.865512930519,0.7064892489791698,46.73145132730075,13400.48556645118,2241.9585121786135,2017
53,Arizona,2700462.0,9551.843161530223,802.3484552554438,180.11933178025296,4383.901566414178,5851.401119312151,162.1991425140797,24385.852410361083,1755.4036165332118,212.24930665633514,5361.271003308684,20497.217147502888,7093.953290293691,9889.126855337006,12477.725603320614,7388.662961441273,41885.98097485169,445.175299383342,507.4841318454401,148.6054946147975,126.30315246931332,60.7428300624401,1391.9232745282227,29630.702096192792,2017
54,Arkansas,1206402.0,340.0953448282751,862.7883869675854,42.884370590018605,406.77081677207593,363.72872893755164,4.734537554194397,3448.5451248803556,399.2154903289307,137.84039525585564,3179.9596856487087,14938.472992261086,1888.7213054730732,2870.934374607851,2723.286471410587,672.4594707359778,14782.263998809518,135.97656671083925,4250.222353112967,1949.5462051722075,364.31288071610146,610.9292376816685,8166.179285267683,19358.288173748697,2017
55,California,17170568.0,138318.64802419816,5274.506067944746,11478.452792218028,20309.082512837205,1030.4234230489778,710.8131210036162,193654.88338548286,23515.92690879187,2351.2498093203913,27389.63386960093,153927.86001986175,69010.75903425078,121695.84719887412,61581.85375659113,18676.68513927383,310432.8117282855,1784.1125912381872,54080.712427377446,6921.393218495077,473.63682175992494,2338.447205749056,70783.51716343075,208975.60706749643,2017
56,Colorado,2639992.0,7818.925779884528,7320.056364634143,992.8849427490857,670.9036041799731,3605.684644539456,295.77524977306825,25239.29541910599,2236.402834697895,410.2149595660186,6957.631479781336,28411.731174845714,10099.926263168381,9322.758907542806,5860.267450853135,5395.390695679295,32036.165556654716,1917.8747166534117,15333.609759372304,10072.655393389738,631.5157623465666,3435.175853908637,36564.57133120413,30895.418943888406,2017
57,Connecticut,1700030.0,2771.4406708847273,71.94927369286154,39.125694685074386,911.5739016984561,23.675994111369818,198.94852092227939,5719.426516603151,289.00903916297733,102.78319884790538,940.6301833304153,10424.697640348819,7923.586638535343,8386.894073500078,10480.860533154655,3401.8826360617913,34743.03298871561,66.32344009399564,3339.1996422401307,80.37854707690398,121.04052111642527,52.62676952442302,3781.671185917292,18928.79327329926,2017
58,Delaware,447698.0,591.2207516884544,16.166610043521455,115.71571259092735,317.1561346941628,6.238947529532145,3.8389109224618645,1074.8304964264166,52.51751589619939,93.32714029827018,685.3066311995119,2595.7398829378258,1310.6512857192322,4451.673626304205,3577.57395548054,2192.8906352657123,12372.36943792533,85.03220406070622,835.4955439791148,8.571281371373308,73.67683894043277,9.63881782941029,2514.960087919117,3337.575616612321,2017
59,District of Col.,767879.0,1531.3892877688415,134.97840265305982,52.8135179674721,169.9494645480155,98.30506187501395,1.8636865017411042,2180.6968299432847,96.36579636518272,30.544942696459824,239.2740669266888,2172.779620541247,1039.0564670833035,2600.193589835672,5353.259248375801,449.67430182788337,12359.293761431152,53.602800553682314,260.4775918744334,129.44464057405946,11.794746714845026,39.35292197365584,597.7416221112899,2395.6575970940926,2017
60,Florida,8390456.0,10262.451634352861,4055.542687983282,254.182868533437,14512.406825478047,4718.64297000067,202.65837740473862,51288.11057004864,2214.4975342915404,901.4922192151187,6582.654857317621,50050.064332362956,30757.375880745978,17291.342664757387,20738.519305455226,31166.622212229093,112620.00233042074,324.40682498118935,3246.925594117451,8727.395373294408,103.43999522207659,807.0187416861089,15712.053633402884,89907.57651840047,2017
61,Georgia,4352267.0,5185.362183111037,644.3581648324978,743.8475528530869,1541.7255508192432,977.7987310010965,343.3388923705009,13325.143526643667,2217.2057089108057,589.4747626603531,6924.344513048113,37466.19700937267,7598.599572055863,11855.168693611526,21371.428877509905,7499.857983766551,59065.04934574696,139.0708802595398,4701.1712868351715,341.62516992976435,472.04320701736845,1086.1337347052072,8681.543659145993,74569.1086553154,2017
62,Hawaii,654388.0,4322.284406764096,177.74916433992414,5.797801141390725,101.90620757495331,384.26490950891593,1551.4362081003558,6752.597084865662,505.1395338080063,54.76672089537616,2252.8659613606524,4274.859909514648,1219.907882675458,313.8127763765473,3172.1184379466704,296.3087032747415,5495.863968682776,69.47789818335696,793.6628068235384,324.9243675287012,1052.526270577611,10.71863462653572,4371.286529836287,3976.694514444659,2017
63,Idaho,723202.0,784.9572572638332,865.8380521904958,158.69360169467654,41.32376591965821,10.813556806251535,7.2836292759934915,1934.4756746163523,1163.4982116454555,29.856549287377298,2964.9844811525054,8862.057970965849,1200.3894637010426,1526.6407005815224,4713.403558222082,692.2331387828476,8227.194435997835,18.22852023449194,399.5985756330109,699.4753312611612,315.7578811732833,289.12036540524315,2091.337646209052,10274.476529348958,2017
64,Illinois,6004859.0,5221.833208505679,8632.72512463375,660.3270892017465,4483.068048270077,2634.1983050506055,484.4338875263801,29963.099285707063,2879.0285711373567,1490.0798429657248,14168.558679797425,49697.125481143936,12416.099739114896,30292.81094051906,28265.635772308444,7440.335710994537,86915.94977777897,4279.107458137807,20484.526089774674,1172.7460740414544,3300.480515402177,238.08223535858255,32368.42620914092,94197.66342838541,2017
65,Indiana,3041270.0,3640.8214255620433,6549.070317173567,41.209462818916336,1696.5208115755772,3870.6062248825774,1386.1153487230026,17821.326093684856,2499.9436760571602,591.2025770825937,8724.31763437821,27152.695808621767,5196.975461891522,13441.10349967847,25730.11936926979,4301.197204591175,53963.04910166831,2915.3480750345316,6566.548192080249,644.2066100798581,2315.5577952707445,130.10844880958564,13385.910185687322,164694.81716205974,2017
66,Iowa,1571744.0,857.6674756237497,3951.494499446233,29.298278035862374,356.63980054815136,2057.8859065084885,30.17460968985505,9512.599330174435,976.8299290893547,168.39050869141062,2838.988689877383,13509.30351655502,7088.847968954162,1425.0120181328616,7385.904372609176,1687.3892429618697,19693.88601297859,56.66626057378951,4585.588504291044,207.91905057860444,4342.984446206572,56.152659323082595,10799.779528558285,31076.575315493657,2017
67,Kansas,1379222.0,686.292677332989,2050.1448364015687,122.78086471118621,5023.532847597077,2921.268261226828,2010.8722334542658,16558.006235647386,652.012253144976,194.33275628225616,1610.7872119801132,17594.359151343513,3662.9520093639544,2129.8796692480123,3476.4204072029033,3122.724006029504,16627.7624617071,275.0715111466108,9337.596110195183,2039.227928933126,1359.0679221275147,24.556913073544383,14303.457908924713,19131.021792040767,2017
68,Kentucky,1889248.0,1656.30421020963,57.464014146429115,31.810362909830804,608.2375731861958,2185.389878039819,22.903245472245775,4956.112266519471,778.6669445207451,215.91029065086795,8005.827832907364,21975.227764063304,5196.892037978058,5438.038793329585,8050.939893733727,3370.889276541886,24578.570072613606,9510.339988815089,4632.99736501487,986.4604066939773,589.4147115234622,186.50948535180828,17121.22880933311,84310.12106785359,2017
69,Louisiana,1910343.0,3446.6806095143706,201.63709652138732,56.72999902724215,1690.0668815491526,884.7455568751257,419.64549784172095,8186.901452207798,1048.7178579034444,188.76399607930594,7378.501455173892,39874.40985879045,3915.573081687861,7329.875627867096,3496.514991445539,4195.3297274559,20839.227340633926,1539.3237100339895,49052.99826469671,22809.690600514827,168.40420329241775,552.9069169283268,76283.61175937967,18511.342891295157,2017
70,Maine,629655.0,769.6910238148026,1268.560426901914,166.42616976497618,189.2929095528763,9.68234272922899,75.7899127322969,2733.2256974408547,392.36527002051645,31.49182187469934,623.4047876041716,2662.2838072058094,489.65286592513127,1072.747449014621,3979.3241622309442,294.16214568221244,8312.06353316639,25.187698103069465,1756.4548947738813,67.00343037853145,4.127615021329822,566.548298112418,2924.388664850667,7095.732053825768,2017
71,Maryland,2694505.0,6881.465921202432,770.5869780968945,51.94121982237338,1761.8522051509065,2301.150246489379,54.58878211540487,13377.132134185042,963.3634638765913,381.40440566833627,3535.269272441604,14752.270914975794,11169.601795819268,26203.67248170931,19218.280663092763,8969.901843412612,68980.589622559,637.6000562554207,679.8042450766707,635.7967484755195,121.04052111642527,62.024248460330824,2368.7067219589767,27609.121250290125,2017
72,Massachusetts,3610031.0,17861.436621336325,1839.0619037016504,1698.5569138244252,4553.4295113966045,1562.4188292014105,434.64422979493014,37927.36409939448,4549.96563988914,457.6852868020035,3379.1601383474863,19179.369372987712,13637.310112125473,22335.956075429844,18916.20769476857,10810.931187217484,84556.09066776387,139.83998314725324,1762.6311743545136,344.4436027987797,8.615773586437903,3455.035044609683,10736.281876233732,29451.240110480525,2017
73,Michigan,4368463.0,5532.289271845069,4735.9490941835165,6480.220868906805,3355.793915344307,3981.3550059380655,70.3484819952846,28535.00279927675,3338.001061082443,360.23813448603306,16218.693158624415,36636.157776649474,14008.776559885071,2264.8593676412947,5353.938181687143,48642.538581184315,84052.06545869714,209.44991663475776,4751.817690622374,1104.7428495975844,712.4468219715259,812.2991107267252,18199.84296520863,248413.88284289962,2017
74,Minnesota,2902132.0,4495.918781767291,2087.5774190639245,943.8292080787078,592.0443146648246,1694.4322420963872,22.435503185165334,12490.33123114451,2611.942141645987,215.18108229161558,2454.4282885350603,23199.55246264051,11960.077108566364,8098.403854067019,12877.804578029833,3796.7135654479753,44858.56072480218,249.8710633613766,7232.275406325713,276.7202812215211,1420.9104652797748,267.1691758527865,10296.382780444139,32605.610873522935,2017
75,Mississippi,1128525.0,1195.441729103958,133.572787906638,35.015292914896754,1528.8084667058185,1081.3556806251536,2.9239640117051398,4682.810236739174,505.2845427367394,127.51165888259935,1902.4320882170023,11610.255352633252,1176.6968484388083,3972.6763596392825,3032.5964476743593,1816.678460240487,15055.37260197588,673.4541231398704,6615.878773293892,1746.25837832185,263.13156764440276,801.8551446620505,11686.146400962374,25303.825343682172,2017
76,Missouri,2817474.0,3068.206388299733,1130.3546026165782,316.90454118734397,545.3392127797565,2765.6686190914393,33.569880718222535,9667.953944363078,933.8113302033864,422.68334040371786,3183.415834626208,28230.90157453447,4465.673031513982,22433.44764289532,10366.031849675126,1571.5227390976445,40166.14742097072,269.76615084667253,3577.808620901551,165.25930754093298,1969.6526808144638,296.21045534971023,7822.0323513392095,71690.71768778797,2017
77,Montana,473429.0,248.69725533383902,58.69944881725181,423.2199064968618,36.990930857795945,472.9849897297213,18.990369623952642,1287.340431758506,287.82614698836903,48.580742944699594,3155.5903217167865,8863.397599571417,2230.2025710787225,3474.762501804027,1215.7288928465223,1164.507181450412,8383.528212761072,1443.1159781568654,3327.411816275633,624.9952206370447,4.11620258883959,216.10995321986823,5715.4687977370895,5823.829678391782,2017
78,Nebraska,984471.0,1941.6164016046168,534.3642886672792,187.6083323848459,341.9664437771826,782.4432933303343,2.8005926105338936,6551.056865154531,229.16053973703248,72.0534237579145,3884.3690419428394,15234.360276613603,1246.5603198661388,3064.2859457164654,4257.962579819354,2083.1496896722106,13024.310897625895,21.399764779313564,614.0660857878937,891.8141786607396,2315.5577952707445,27.569740392457565,4083.68734725596,17361.924018231173,2017
79,Nevada,1333026.0,9967.654284501446,42.321830439786794,15.248987231945542,1729.832956550091,51.483018878568245,2.091488569535112,12984.096040047953,1597.3917165174898,139.5965669648066,1204.1399472532005,12277.225142010546,1811.8515061963767,1801.1546032761858,3619.08909769542,1849.2898170966373,10316.010142458023,37.84593677607576,372.95849811773894,2075.4510922171835,1.7445148387561031,113.6399419700718,2691.570476682374,11634.75327983837,2017
80,New Hampshire,665385.0,1478.229099879975,1153.115497666851,249.03338882480858,833.1429430141799,113.05082115626605,712.5894473031324,5805.569167600906,110.78679834580798,44.84522297415112,524.5807075864016,3398.921419061655,2789.1205843808784,2168.17157345496,4853.339032507318,387.73455023577964,11335.69335592258,23.24331623849998,457.95984557589566,14.373548798165388,2.755847548089098,379.06050765899414,1171.5437817194118,7985.689457114406,2017
81,New Jersey,4121273.0,8818.443959892946,639.6829238165944,114.5480837820192,1689.082949333713,1735.5929758569757,18.90631058735923,21208.67372309704,964.807639589282,295.4363445529735,8043.475126579982,24020.977093689085,7017.215298293848,10382.183251049297,6552.8054276673165,2421.391674465292,33814.841939821286,283.2710676985906,15912.275112032381,405.84823956975634,19.714375789895563,36.49836331692812,16745.97349817963,41789.68002478099,2017
82,New Mexico,815027.0,3618.4657685389634,1075.794645991493,9.513298861561807,129.61271244172818,228.35588754319724,195.26053230783813,5442.408647187174,487.1470065278937,126.92136106247504,3725.4803713189367,12008.176379724438,1784.8157503745088,834.4150197329768,1289.1473004516063,671.9628805443161,5052.6205193983715,1250.7005144026166,13910.639372463938,5848.638615516623,78.93947029332082,82.58572675031202,21422.684760437067,7680.565666933766,2017
83,New York,9413765.0,11858.179533574847,3214.0185680988043,5648.398092276538,4985.733602508163,1081.3556806251536,704.1601031127851,46192.4441635557,1220.5241080451244,369.1458554710761,4027.0407416639655,68227.60347987685,35184.35276124264,31586.176837142873,35027.843942588224,7304.685119176078,117339.49042702343,314.7102896657154,4214.600238121273,1639.9026260452752,394.2955703629685,1658.4547081293583,14025.596024658029,79825.6504241802,2017
84,North Carolina,4356185.0,9172.984270110257,758.7833418444034,551.4686150483898,2662.607660255701,2211.863892187814,449.3726874706077,19779.50986465592,1826.0407827819688,597.6636172351207,6716.09727954412,25045.564391483837,42223.21445606606,19588.39643462575,11445.329694597242,5885.1539468172405,84020.42118971005,152.07094398333666,3596.459852614218,145.3085845946895,315.7578811732833,866.1226083802025,7509.546130235586,69122.09467739954,2017
85,North Dakota,422767.0,254.73889437014395,1781.775846980501,6.144912664916879,79.91395712122672,1204.2690041806813,2.1501461004296116,3536.0120748763793,423.8799241057001,89.71237235840267,2352.342885360081,9679.214597820128,218.09935990890918,525.4030635278946,3944.563839499473,254.45207116485759,5127.986018523501,1443.1159781568654,14995.095321866638,3699.383538749637,701.4582912158053,7.7799624882471985,20908.611367315905,7426.416293024471,2017
86,Ohio,5427717.0,8091.861993819275,962.5390240361692,116.50378133441612,3001.653385507668,15462.242010834401,126.49230455264714,30089.164050608535,1763.641672625272,483.21272885220475,7670.513724858101,42592.14005187925,15486.77731678913,18105.541274137275,16100.324474864696,19718.148385612298,79653.39118530658,1966.9237554933895,12816.93598939327,5403.149015201969,1077.200265617326,299.38167990121906,24362.029372283756,161941.25342033716,2017
87,Oklahoma,1587364.0,1027.848473782558,1876.3718996856505,378.9086789724213,1501.9173249505686,1818.6436446877583,112.7019454136749,6796.429552067747,1059.6998102642503,200.1484702228261,3408.087150783913,21883.567608322344,599.7648639347489,2086.9453736052164,9320.479531342595,244.56332640971095,13402.58069715251,459.03223521010534,37213.20403673286,24434.312438158333,227.48957763754987,339.5416223522362,64657.85402408649,19934.674540520788,2017
