,State,BLS Total State Employment,Solar Electric Power Generation Employment,Wind Electric Power Generation Employment,Traditional Hydroelectric Electric Power Generation Employment,Natural Gas Electric Power Generation Employment,Coal Electric Power Generation Employment,Oil & Other Fossil Fuels Electric Power Generation Employment,Electric Power Generation Employment,Storage Employment,Smart Grid Employment,Micro Grid & Other (including commodity flows) Employment,"Transmission, Distribution, and Storage Employment",ENERGY STAR & Efficient Lighting Employment,Traditional HVAC Employment,High Efficiency HVAC & Renewable Heating and Cooling Employment,Advanced Materials Employment,Energy Efficiency Employment,Coal Fuels Employment,Oil (Petroleum & Other Fossil Fuels) Employment,Natural Gas Fuels Employment,Corn Ethanol Fuels Employment,Woody Biomass Fuels Employment,Fuels Employment,Motor Vehicles Employment,year
17,Kentucky,1847354.0,1721.922024352742,0.0,13.238126967007085,481.7442563561553,2261.0908081667812,19.438133157669114,4784.797888143946,785.8929540817091,170.9145688795539,8105.6507141339935,21953.50840035388,4843.538506999563,5010.113718767545,7690.25741874448,3476.911227789803,23680.62581039433,12235.40922155896,4198.147983894454,1536.4210206975417,448.62005446474893,199.20901633045028,20101.368335339183,78773.13137153904,2016
18,Louisiana,1910904.0,3647.6719471244232,132.1033453490258,32.195479803003394,1407.9204511325306,202.60492873215247,461.43531291780255,7174.073179676244,1053.0170858156043,143.90799013751004,7431.383682154723,32434.086781304843,3458.0299484606494,6826.646313019959,3082.9131272865097,4348.658821968117,19656.813752887767,1417.6471136975056,45123.254611507204,23603.988332560235,140.7231602768215,588.6781167614349,73608.98018065031,18367.230568540745,2016
19,Maine,580542.0,769.6233073437553,1234.163965147007,162.78129157099826,149.5406245204102,2.099015531263571,12.081793876836908,2537.121021757318,412.8686895207045,23.123244040174004,633.0964635834723,2616.176849851224,364.5144624454841,922.5437360271525,3831.9002913723625,240.4112166525374,8084.337805604953,2.330591132185205,1616.3814478528575,92.29564573815563,0.0,589.3198813610551,2906.556276669073,7772.538475421532,2016
20,Maryland,2592991.0,7278.576620469216,629.6366967184251,3.3775309825559243,1369.281255993758,2414.5020143841452,50.69114259770621,13053.358786825036,897.554677785588,262.12274177914605,2778.493355372657,13426.265327691972,10480.541355370762,25090.810167815496,18529.037818296023,9419.674140902376,67061.45585659373,731.1295868576365,380.6320153250127,926.9775221650788,88.16052057252645,57.69441797245688,2448.898820440588,26506.812408718353,2016
21,Massachusetts,3419152.0,19634.664932920237,1651.835032934605,1737.5092277257188,3719.580404595311,1572.5317863481844,460.4062631216089,38379.21488475706,1992.662220207974,274.1599033479822,3512.9588195476063,16152.07793462294,13554.077927186976,20992.224535324167,22090.96673890271,11219.843531743098,80373.24233619214,0.0,1269.6069685592288,406.0743193858997,0.7071154364035377,752.1107509041824,8842.67011315758,26812.685871101487,2016
22,Michigan,4161668.0,5898.241158427383,4558.849688111557,6856.4251441033875,2746.054885758711,3694.459271450966,67.10916025122992,27750.865174369763,3517.459952869078,279.1775117070419,17666.080721543523,37701.65799306275,13110.819682890675,1403.415959322349,4501.405838950664,52847.20460746767,87013.49021290809,81.9105181340295,4174.886734582557,1046.8986034836503,664.5084834625192,891.1553711798034,20467.08924151688,233842.04814061415,2016
23,Minnesota,2751167.0,3799.8308402445546,1966.222721682829,945.761227768575,411.8905942449229,1721.804639895356,8.545859337944986,11040.55156794803,2772.237087313446,165.0313368076429,2484.7506400836965,23281.57363977536,11360.971327491638,7421.201373563154,12326.595383000662,3832.4940663031225,43808.145904375764,200.76533570937085,6569.769915877435,359.96319310335207,976.5931550230212,277.1469620612139,9376.021605230775,33041.18668629339,2016
24,Mississippi,1121803.0,1265.8829393620629,103.2080787130573,25.960740349411758,1302.437354757778,141.24096729657117,0.7965412442793294,3459.0998330910215,510.0346446309274,100.23780956283545,1930.4577608762088,10934.500490287795,991.1219231367666,3738.828296674675,2840.3450217590253,1879.0529197403052,15039.463025397898,532.8181111972096,5926.816003531882,2788.756260159949,196.7024609707918,852.2825940107257,12265.989309193108,24921.91055884218,2016
25,Missouri,2728603.0,3147.8251603326653,1034.8842483758476,293.10741190020065,360.8184405372466,2855.5714290540323,29.189463897692796,9312.354826096507,941.297688969993,343.49090342469987,3344.0039049855886,28535.970048297968,3945.6750060560234,21522.6619136176,9796.47184029249,1368.6008992574343,37833.98375066743,219.5021537975615,3206.074700025996,194.9956268140761,1939.5211391168762,323.36884899744615,7782.036500220603,70140.20251002442,2016
26,Montana,446246.0,224.67206817734007,43.42209861575674,434.3869936098314,16.982407047582235,480.963359486718,20.00000658323951,1224.0575270831248,295.0349002743892,37.40384316394276,3177.911182451597,8890.203265879982,2119.451365043547,3323.320145720934,1112.0555668925344,1209.91436971827,8048.90869004566,1322.6267219100914,2272.4894304601085,984.5400770735748,2.986331627706906,230.3478803136196,4929.098573654764,6715.793638357949,2016
27,Nebraska,956566.0,2096.3672424903066,499.61521253202375,178.636497680758,262.68786274638717,802.2439723469671,0.15471746390282834,5243.054569319517,224.743538362997,54.97787096588615,4103.588514662048,15533.645626543019,1059.6460099378155,2820.285206460539,4053.963172256302,2154.9608588058654,12659.97602032674,0.0,505.0555900505134,1425.7527715837268,695.2714420458236,21.004077753803934,2886.0298643255114,17809.715502315863,2016
28,Nevada,1263672.0,11192.323607725411,0.512401974861322,0.0,1461.542310816445,37.38273747821807,0.1466022494616498,13776.224114321327,503.64125595375526,111.23998860837071,1254.8875895930448,11271.57293361822,1570.0955002809242,1526.83672792483,3346.6858538689075,1847.3350963214202,9559.20444301434,5.580711360050358,275.8360469080443,3340.5914585656083,0.0,128.70660440424712,3844.494880661836,11545.985240418806,2016
29,New Hampshire,635430.0,1594.1734896726584,1119.6700837730236,252.22148535827415,708.3178005382122,0.13346624944994206,788.3768217998584,5644.597480752982,94.55725430380333,33.144858142699555,523.7462458812487,3344.098128719298,2634.776491573872,1988.0670678700094,4698.377162005199,338.74614897098263,10869.276004370375,0.0,381.10363961891875,2.0213792820341134,0.0,410.2992142200102,1141.3526561850206,8650.168699233353,2016
30,New Jersey,3900681.0,9239.102242072582,499.7000326468715,70.74271920628276,1355.1596604656688,1778.412730315608,0.6023763318652304,20744.560750505218,959.0516618673533,228.41057782357683,8055.720527717696,23617.854267290386,6250.190765474059,9429.157567687116,5817.020143483456,2184.3208716081326,31678.71414398356,171.51877626665555,14725.46889794222,530.0602416660764,11.623458787639093,28.428756393067225,15494.070337878957,40033.67722712037,2016
31,New Mexico,801921.0,3915.715147705735,1037.814055415451,0.0,92.32812732338164,221.53751630532048,214.36048280397637,5623.26027679956,504.00648771375126,101.65177786229661,3863.890438910192,12018.043077833787,1614.2304267096865,671.0691009773739,1119.4931489757282,633.9324967726042,4487.445588276088,1044.407704636326,12439.254944097129,8627.603529030286,64.13388774525242,89.20099025771336,22564.33001080645,9832.14259893679,2016
32,New York,9041492.0,12411.105509043342,2855.4895807937414,5859.374431076422,4065.5848178883043,253.2375958928259,710.5482118475152,44026.12196534176,1144.2997139437161,267.60753080035556,4033.4450577083235,68005.45418348718,33176.28791576752,29154.69875039587,33141.58514970054,6826.29421191117,110582.20850115699,27.210448136690417,3261.130828857733,2335.4951248701627,359.2715202658353,1842.5104761257212,15105.347814104953,81723.7779627301,2016
33,North Carolina,4215962.0,9534.86584954719,594.2493127008644,525.9239153756511,2181.061205600374,2115.438899934614,479.6207415139453,19052.05620720486,1844.683924806603,470.39998121263767,7099.748512655568,24916.214026827176,41066.010305594034,18393.113724539333,10559.13945771497,5924.377165220603,80970.62406295464,60.87972638498582,3087.5126394218346,122.59030735126024,195.85618347532053,922.712733452016,7348.677636966939,69002.25648020247,2016
34,North Dakota,409596.0,250.0,1739.9766404941065,0.0,39.31562656696278,1251.7933170533743,0.6237015410329096,3295.002889812851,381.53029811137867,72.22275304416316,2440.732789434126,9684.415975442593,119.16426963012546,425.6767404400138,3839.814241708338,217.0362915105911,4763.110333903462,1249.5823528891392,10773.716343955453,5894.416217643937,674.5889817074832,7.009463270548357,18635.10875178308,9097.752354081087,2016
35,Ohio,5234208.0,8350.29041405992,818.6010432443768,69.54065874181373,2477.3961385449197,16375.92490298681,124.52850449963911,30183.67488713193,1777.6569741312499,383.9985785562831,7835.168161221838,42424.416986639095,14538.769785552236,16908.020756590635,15181.763089751557,21066.90352190232,78763.79497470052,2156.883589763527,11706.542357644626,8392.524621861308,1039.390826172973,321.4086255172928,27089.612366674628,170010.1470030643,2016
36,Oklahoma,1580517.0,1016.4132859810968,1798.3114872035371,381.2254893927345,1254.4938032689836,1249.9310073405923,120.42559376068887,5820.800666947633,1034.728088480069,156.1523739288749,3470.3759059790086,21593.50925205817,309.6477849916711,1770.6176064874599,8994.201357003949,80.36956986733728,12294.061200507615,404.9959360509933,33856.274743404116,27505.14974776988,223.41056230088313,380.69337155719955,64867.59524509054,21465.7237385802,2016
37,Oregon,1811608.0,6892.184002985446,1190.0351008389644,1576.643809687072,258.3759545230968,39.03986883438486,7.078286477224924,10219.573203688136,1921.6182664897801,267.16946478545367,4355.2460163030355,13969.992121963656,4473.548003706448,10194.482445486494,10795.599316763588,10530.830969942674,41868.61888072425,2.640447544968104,317.05802806603003,55.31693762248884,6.784367650415917,2080.1781529188834,2515.533915235333,26733.90652647933,2016
38,Pennsylvania,5664853.0,4669.802625965373,2466.917993155594,182.32712308940685,2082.9476563269423,1269.5471380215483,222.1353445452359,16449.587941857604,2325.9803899056483,340.8444652762969,8636.287495179575,37234.71308038963,11830.689955522095,16695.74400471789,14078.467470506848,13392.049563982056,62431.3443550511,6527.84195275978,15454.073884443804,8673.788591348854,3419.201420684639,1356.2646579886255,50222.48392379451,81270.3624292503,2016
39,Rhode Island,464583.0,1583.611617514341,1402.5738911278215,83.73952068259459,152.24088348662545,0.0,0.520286542650837,3337.0000000000005,124.58038681672852,20.753487857588965,450.61460125301295,1571.0461984794727,377.6227344989459,1210.3535574700948,8380.801254445556,447.39476277632855,10605.837433803023,0.0,302.19765403981734,30.320144723484233,0.4122967603956943,6.15878030401378,976.7563759736646,4936.039299982925,2016
40,South Carolina,1975189.0,3716.1091494059547,1415.2853516122836,10503.742860352213,2575.870991369055,3906.025027715022,8.771928199635799,28994.454059766886,785.2042086611809,213.03185665394085,4266.9899704462105,14097.661086141037,780.9281412543545,908.25582818651,7759.7746232174995,6912.360924281485,29755.94136316118,27.09820127179801,2040.6584188462477,821.8834055545065,451.5692477579803,1312.687493181732,5287.134887301206,51470.63890438806,2016
